date,sentiment_score
2025-05-06,0.9963486194610596
2025-05-11,0.9887369275093079
2025-05-17,0.9982821941375732
2025-06-02,0.9798223376274109
2025-05-27,0.9986464381217957
2025-05-31,0.9961860775947571
2025-05-31,0.9779784083366394
2025-05-13,0.9901217818260193
2025-05-27,0.982646644115448
2025-05-21,0.9951539039611816
2025-05-27,0.9946738481521606
2025-05-28,0.988577127456665
2025-05-10,0.9985255599021912
2025-05-18,0.9930833578109741
2025-05-19,0.9515714049339294
2025-05-16,0.9977529644966125
2025-05-29,0.9142755270004272
2025-05-25,0.9927243590354919
2025-05-25,0.9991260170936584
2025-05-20,0.9935157299041748
2025-05-12,0.9988849759101868
2025-05-08,0.9909254312515259
2025-05-30,0.9969947338104248
2025-05-29,0.9978023171424866
2025-05-22,0.8306072950363159
2025-05-13,0.9959090948104858
2025-05-24,0.9699184894561768
2025-05-14,0.9851052761077881
2025-05-29,0.9959713816642761
2025-05-19,0.99918133020401
2025-05-09,0.9018468856811523
2025-05-16,0.9998412132263184
2025-05-12,0.9829818606376648
2025-05-05,0.9875810146331787
2025-05-13,0.9591338038444519
2025-05-26,0.9920604228973389
2025-05-15,0.9969735145568848
2025-05-25,0.7807998061180115
2025-05-20,0.9876109957695007
2025-05-14,0.9906092882156372
2025-05-13,0.9912639856338501
2025-05-08,0.9994650483131409
2025-05-17,0.999757707118988
2025-06-02,0.9611192941665649
2025-05-22,0.9867042303085327
2025-05-30,0.942683219909668
2025-05-11,0.6925800442695618
2025-05-13,0.9990894794464111
2025-05-13,0.9989957213401794
2025-05-20,0.9924014806747437
2025-05-19,0.9997377991676331
2025-05-15,0.9882651567459106
2025-05-05,0.9983165264129639
2025-05-15,0.8725221753120422
2025-05-10,0.9961906671524048
2025-05-25,0.8698527216911316
2025-05-17,0.9971206188201904
2025-05-22,0.9995146989822388
2025-05-30,0.9968329071998596
2025-05-06,0.9341950416564941
2025-05-09,0.9966334700584412
2025-05-21,0.9911648631095886
2025-05-22,0.9975962042808533
2025-05-23,0.9996316432952881
2025-05-09,0.9984568357467651
2025-06-02,0.9957430958747864
2025-05-24,0.9982555508613586
2025-05-19,0.9996800422668457
2025-05-26,0.9611139297485352
2025-05-16,0.9982786178588867
2025-05-31,0.8929829597473145
2025-05-09,0.7755481600761414
2025-05-24,0.9994893074035645
2025-05-25,0.9975394010543823
2025-05-31,0.9968792200088501
2025-05-29,0.9863818883895874
2025-05-11,0.9876140356063843
2025-05-29,0.9985418319702148
2025-05-11,0.9451972842216492
2025-05-25,0.9997456669807434
2025-05-22,0.974460244178772
2025-05-31,0.9163036942481995
2025-05-15,0.9968350529670715
2025-05-05,0.9947092533111572
2025-05-11,0.9971320629119873
2025-06-03,0.9291725754737854
2025-05-30,0.9983170032501221
2025-05-12,0.9949445128440857
2025-05-18,0.8975985646247864
2025-05-30,0.995090126991272
2025-05-18,0.9997774958610535
2025-05-23,0.997582197189331
2025-05-19,0.9620753526687622
2025-05-28,0.960613489151001
2025-05-19,0.9964068531990051
2025-05-08,0.9968060255050659
2025-05-19,0.9949840307235718
2025-05-23,0.9649507403373718
2025-05-24,0.7861589789390564
2025-05-17,0.9372797608375549
2025-05-07,0.9971996545791626
2025-05-24,0.9971031546592712
2025-05-06,0.995469331741333
2025-05-20,0.6396350860595703
2025-06-03,0.9977982044219971
2025-05-27,0.9990063309669495
2025-05-08,0.6130481958389282
2025-05-14,0.7250725626945496
2025-05-14,0.9916532635688782
2025-05-20,0.999038815498352
2025-05-06,0.7614771127700806
2025-05-15,0.9948892593383789
2025-05-30,0.997437596321106
2025-05-29,0.9964941143989563
2025-05-08,0.9798803925514221
2025-05-14,0.9996028542518616
2025-05-26,0.9747260212898254
2025-05-16,0.5099260807037354
2025-05-11,0.9960135221481323
2025-05-19,0.9977619647979736
2025-05-09,0.9900355935096741
2025-05-18,0.9985013008117676
2025-06-01,0.9938862919807434
2025-05-09,0.9987682700157166
2025-05-22,0.9961536526679993
2025-05-20,0.9143336415290833
2025-05-06,0.9989861845970154
2025-05-13,0.9997619986534119
2025-05-23,0.9942786693572998
2025-05-05,0.9963847398757935
2025-05-29,0.9626308679580688
2025-05-17,0.9991195797920227
2025-05-30,0.9988043308258057
2025-05-26,0.6682460308074951
2025-05-26,0.9996104836463928
2025-05-22,0.9983507394790649
2025-05-15,0.9634281992912292
2025-05-22,0.7774876356124878
2025-05-18,0.999664306640625
2025-05-12,0.9901267290115356
2025-05-17,0.9911009669303894
2025-05-24,0.99936443567276
2025-05-31,0.9997993111610413
2025-05-08,0.6817049384117126
2025-05-19,0.9854133725166321
2025-05-27,0.9876644015312195
2025-06-01,0.9966000914573669
2025-05-16,0.8113385438919067
2025-05-31,0.9995995163917542
2025-05-13,0.9993990659713745
2025-05-31,0.9982101917266846
2025-05-15,0.9870783090591431
2025-05-20,0.9982662796974182
2025-05-31,0.9909026026725769
2025-05-20,0.9996976852416992
2025-05-26,0.9935973882675171
2025-05-21,0.9960939288139343
2025-05-06,0.9960924983024597
2025-05-27,0.9979664087295532
2025-05-28,0.9941527247428894
2025-06-02,0.8656313419342041
2025-05-05,0.9474972486495972
2025-05-08,0.9673019647598267
2025-05-25,0.9947171807289124
2025-05-14,0.9991027116775513
2025-05-26,0.704474151134491
2025-05-24,0.8630500435829163
2025-05-22,0.9930619597434998
2025-05-09,0.9807921051979065
2025-05-08,0.9987105131149292
2025-05-28,0.9793954491615295
2025-05-14,0.9909385442733765
2025-06-01,0.9993332028388977
2025-05-14,0.9976528286933899
2025-05-28,0.9981188178062439
2025-05-08,0.9990863800048828
2025-05-30,0.9930128455162048
2025-05-29,0.9906099438667297
2025-05-21,0.9980794191360474
2025-05-19,0.9631011486053467
2025-06-02,0.9946900606155396
2025-05-13,0.9839184284210205
2025-05-07,0.9997205138206482
2025-05-07,0.9910351634025574
2025-05-22,0.9931875467300415
2025-05-28,0.9850739240646362
2025-05-14,0.9967442750930786
2025-05-18,0.9997817873954773
2025-05-20,0.9983826875686646
2025-05-07,0.5020967721939087
2025-05-16,0.9997097849845886
2025-05-27,0.9991148114204407
2025-05-23,0.9989314675331116
2025-05-20,0.9986554384231567
2025-05-07,0.999806821346283
2025-06-03,0.9976617097854614
2025-05-15,0.9931136965751648
2025-06-03,0.9988196492195129
2025-05-20,0.9836138486862183
2025-05-31,0.9890590906143188
2025-05-31,0.5234025716781616
2025-06-02,0.9966549873352051
2025-05-29,0.9987567663192749
2025-05-23,0.9965428709983826
2025-05-12,0.84760981798172
2025-05-14,0.993911623954773
2025-05-09,0.995940089225769
2025-05-15,0.9524125456809998
2025-05-05,0.9945735335350037
2025-05-16,0.9992446899414062
2025-05-19,0.8365692496299744
2025-06-02,0.9954527020454407
2025-05-20,0.9618123769760132
2025-05-05,0.9997225403785706
2025-06-01,0.9979547262191772
2025-05-24,0.9975085258483887
2025-05-05,0.9932181239128113
2025-05-22,0.9635321497917175
2025-05-13,0.9992473125457764
2025-05-22,0.9792242646217346
2025-05-17,0.9889594316482544
2025-05-06,0.9997565150260925
2025-05-29,0.974814236164093
2025-05-24,0.9997187256813049
2025-05-28,0.9863656759262085
2025-05-29,0.9995552897453308
2025-05-07,0.9995819926261902
2025-05-20,0.9922084808349609
2025-05-27,0.9997851252555847
